codigo;razao;fantasia;cidade;vendedor;estatus;semana;rota
4636;CARLOS ROBERTO DA SILVA;MINI MERCADO SILVA;OURO FINO;45;ATIVO;TER;702
4644;JOELSON IZIDORO DE GOIS & CIA LTDA;MINIMERCADO PIAU;CAMBUI;33;ATIVO;SEG;101
4663;DISTRIBUIDORA DE DOCES BRITO & THAYNA LTDA;DIST DE DOCES BRITO & THAYNA;CAMBUI;33;ATIVO;QUA;104
4679;ROBERTO DE OLIVEIRA;COMERCIAL OLIVEIRA MOTA;CAMANDUCAIA;42;ATIVO;QUI;301
4685;PEDRO DONIZETE DOS SANTOS;PEDRO DONIZETE DOS SANTOS;BORDA DA MATA;47;ATIVO;QUA;203
4707;REINALDO ALBINO LEME;LANCHE PAPELARIA LE;ITAPEVA;42;ATIVO;TER;501
4748;CARLOS ROBERTO LEMES;BAR DO TETA;BORDA DA MATA;46;ATIVO;QUI;202
4751;MARCIO APARECIDO DE PAULA;CARNES SAO JOSE DE TOLEDO;TOLEDO;13;ATIVO;QUA;851
4762;BENI SIQUEIRA LUIZ;ESTACAO DO MILHO;BORDA DA MATA;46;ATIVO;QUI;204
4765;POUSADA VARANDA DAS COLINAS LTDA;POUSADA VARANDA DAS COLINAS;CAMANDUCAIA;35;ATIVO;SEG;305
4773;JORGE ARMANDO BARBOSA;JORGE ARMANDO BARBOS;POUSO ALEGRE;35;ATIVO;QUA;801
4774;CIAVATTA  CIAVATTA EMPREENDIMENTOS LTDA;POUSADA CARICIA DO V;CAMANDUCAIA;14;ATIVO;SEG;305
4790;ARQUIDIOCESE DE POUSO ALEGRE;PAROQUIA DE EXTREMA;EXTREMA;35;ATIVO;TER;854
4808;MINIMERCADO PLANETARIO LTDA;MINIMERCADO PLANETAR;MONTE SIAO;48;ATIVO;TER;600
4844;SOUZA E PELATTIERE LTDA;CAFE E CIA;MONTE SIAO;48;ATIVO;TER;601
4873;ANTONELLI SUPERMERCADO LTDA.;ANTONELLI SUPERMERCADO;JACUTINGA;47;ATIVO;SEX;555
4897;SUPERMERCADO ALVARO RAMOS LTDA;SUPERMERCADO ALVARO;MONTE SIAO;48;ATIVO;TER;600
4915;BAR E RESTAURANTE FREITAS LTDA;RESTAURANTE CASARAO;BORDA DA MATA;46;ATIVO;QUI;202
4942;ODAIR JOSE MARQUES DA SILVA;ACOUGUE BIFAO;CAMBUI;33;ATIVO;QUA;104
4947;AFONSO PEREIRA DA SILVA;MERCADINHO RECREIO;ESTIVA;35;ATIVO;QUA;801
4976;SUPERMERCADO OLIVEIRA SILVA LTDA;SUPERMERCADO OLIVEIR;CAMBUI;33;ATIVO;QUI;103
4980;REI DE MINAS LTDA;CHURRASCARIA GORDO G;ITAPEVA;42;ATIVO;SEG;406
4989;JOAO CLAUDIO BRANDAO;CASA DE CARNES CLAUD;MUNHOZ;13;ATIVO;TER;651
5041;FLAVIO RIBEIRO DOS SANTOS;PADARIA E CONFEITARIA SANTOS;CAMBUI;33;ATIVO;TER;102
5042;JOSE CARLOS DE ALMEIDA;CARLINHOS PORT FUNCIONARIO;CAMBUI;10;ATIVO;SEX;2
5046;SERGIO JOSE DE MORAES DANTAS;PADARIA E RESTAURANTE AUANA;TOLEDO;13;ATIVO;QUA;853
5080;DALVANA DARIAN LAMBERT;DALVANA FUNCIONARIA;CAMBUI;10;ATIVO;SEG;2
5082;NIKOLA S RESTAURANTE LTDA;NIKOLA S RESTAURANTE;OURO FINO;45;ATIVO;QUA;703
5090;BAR DO PELEGO LTDA ME;BAR DO PELEGO;CAMBUI;33;ATIVO;QUA;104
5118;LUIZ ANTONIO BARBOSA DA SILVA;PADARIA DO LUIZ;CAMANDUCAIA;42;ATIVO;QUI;301
5147;SIMONE APARECIDA DE MOURA;BOMBONIERE DA SIMONE;CAMBUI;35;ATIVO;QUI;152
5156;MARIA JAILMA DO NASCIMENTO MERCEARIA ME;MERCEARIA E PADARIA AREIAS;ITAPEVA;35;ATIVO;TER;852
5159;GILBERTO SILVA DE JESUS;GALPAO CRIOULO;CAMBUI;35;ATIVO;QUI;152
5199;BENEDITO ANTONIO SIMAO;FUNCIONARIO;CAMBUI;10;ATIVO;CLIENTE LIGA;2
5279;DOLORES GALINARI MIRANDA;BAR E MERCEARIA DGM;CAMBUI;33;ATIVO;TER;102
5338;GLAUBER APARECIDO CANDIDO;PADARIA NOSSO PAO;INCONFIDENTES;46;ATIVO;TER;451
5413;ZENILDO LOPES DA SILVA BAR E LANCHONETE;BAR & LANCHONETE DO ZENILDO;ITAPEVA;42;ATIVO;TER;501
5425;MARIA DULCINEIA ARRUDA DA SILVA;DULCE LANCHONETE;OURO FINO;45;ATIVO;QUA;703
5434;ELIOMAR DA SILVA REIS;ELIOMAR DA SILVA REIS;CAMBUI;33;ATIVO;QUA;104
5442;ISAIAS DE SOUZA COSTA;RESTE CONFTROPICAL;CAMANDUCAIA;42;ATIVO;QUI;301
5476;EVANDRO APARECIDO DA COSTA;EVANDRO FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
5486;SONHO REAL PANIFICADORA LTDA;SONHO REAL PANIFICADORA;EXTREMA;40;ATIVO;QUI;400
5514;SUPERMERCADO DO BOSQUE LTDA;COMERCIAL DO BOSQUE;CAMANDUCAIA;14;ATIVO;QUA;303
5516;FRANCISCO ELIAS FILHO DE BRITO;BAR E MERCEARIA FEME;MONTE SIAO;48;ATIVO;QUI;605
5528;LUIZ CARLOS BARBOSA;CARLINHOS FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
5534;BAR E LANCHEDIBEL LTDA;LANCHONETE DO INDIO;CAMANDUCAIA;42;ATIVO;QUI;301
5541;SILVANEIA BUENO;BAR DA NEIA;OURO FINO;45;ATIVO;QUA;703
5550;RINALDO PEDROSO & CIA LTDA;PADARIA DO LAU;OURO FINO;45;ATIVO;QUI;704
5649;THIAGO HENRIQUE ZORATINI;GORDAO LANCHES;OURO FINO;45;ATIVO;TER;702
5665;UNISUPER UNIAO SUPERMERCADO LTDA;UNISUPER UNIAO SUPERMERCADO;MONTE SIAO;47;ATIVO;TER;603
5667;MINIMERCADO NASCIMENTO E ALVARENGA LTDA;SUPERMERCADO ALVARENGA;CAMBUI;33;ATIVO;TER;107
5700;MARCOS APARECIDO DE OLIVEIRA;MARCOS FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
5709;SOCIETY DO CAMANDUCAIA LTDA;SOCIETY DO CAMANDUCA;CAMANDUCAIA;42;ATIVO;QUA;302
5740;GERSON ADRIANO DE GODOY;GRESSONEI CHOCOLATES;CAMANDUCAIA;35;ATIVO;SEG;304
5771;HOTEL POUSADA VALLE DAS FLORES LTDA;POUSADA VALLE DAS FLORES;CAMANDUCAIA;14;ATIVO;SEG;305
5791;ALMEIDA & TEIXEIRA LTDA;CONVENI. PARADA OBRIGATORIA;BUENO BRANDAO;46;ATIVO;SEG;250
5806;SEBASTIAO INACIO FERREIRA MERCEARIA ME;SEBASTIAO INACIO FER;JACUTINGA;48;ATIVO;QUA;556
5816;CASA DE QUEIJOS ELIANE LTDA ME;CASA DE QUEIJOS ELIANE LTDA ME;MONTE SIAO;48;ATIVO;TER;601
5861;VALDEMIR PAES TENORIO;RANCHO DA PICANHA RESTAURANTE;CAMANDUCAIA;35;ATIVO;SEG;304
5876;MARIA MADALENA DA ROSA;MARIA MADALENA DA RO;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
5920;JOSIVAN FERNANDO MARCILIO E CIA LTDA;CASA DE CARNES COMP DO BOI;INCONFIDENTES;46;ATIVO;TER;451
5930;THAIS COUTO VICTORINO;THAIS COUTO VICTORINO;CAMANDUCAIA;14;ATIVO;SEG;305
5946;AUTO POSTO PETRO CENTER LTDA;AUTO POSTO PETRO CENTER;MONTE SIAO;48;ATIVO;QUI;602
5969;PIZZARIA ALVES AZEVEDO LTDA;PONTO DA ESFIHA;EXTREMA;40;ATIVO;TER;401
6001;COMERCIAL TRES IRMAOS CARVALHO LTDA;COMER. TRES IRMAOS CARVALHO;BUENO BRANDAO;46;ATIVO;SEG;251
6051;PADARIA RECANTO DE MINAS E CIA LTDA;PADARIA RECANTO DE MINAS E CIA;OURO FINO;45;ATIVO;SEG;701
6058;ROBERTO CLOVIS DAINEZI ME;PEGA PAG DU LAR;OURO FINO;45;ATIVO;TER;702
6086;MARCELO DONIZETE DA SILVA;CAFE DO MARCELO;SENADOR AMARAL;13;ATIVO;QUI;751
6090;ANTONIO DONIZETE ROSA ME;BAR E MERCEARIA SAO;ESTIVA;35;ATIVO;QUA;801
6093;LEONARDO RAIMUNDO DE MORAIS;BAR E MERCEARIA CENT;EXTREMA;35;ATIVO;TER;854
6128;NISHIMODA ATACAREJO LTDA;SHIMODA OURO FINO ATACAREJO;OURO FINO;47;ATIVO;SEG;705
6130;BENEDITO BARROSO NETO;PANF SANTA TEREZINHA;MONTE SIAO;48;ATIVO;QUI;602
6146;FERNANDA APARECIDA DE SOUZA;FERNANDA APARECIDA DE SOUZA;BORDA DA MATA;46;ATIVO;QUI;202
6159;JOSE AVELINO DE MORAIS FILHO ME;DISTRIBUIDORA ZECA DA AGUA;JACUTINGA;46;ATIVO;QUA;554
6163;DIVINO FRANCISCO PADILHA;DIVINO FRANCISCO PADILHA;CAMBUI;33;ATIVO;SEG;101
6186;DULCINEIA LOURDES DA SILVA;CANTINHO DE MINAS;CAMBUI;33;ATIVO;TER;102
6238;COUTO & COUTO QUEIJOS LTDA;A PIONEIRA DE MONTE VERDE;CAMANDUCAIA;35;ATIVO;SEG;304
6239;MARCIA DO CARMO RODRIGUES HIRAHARA;SUPERMERCADO ATSUSHI;MUNHOZ;13;ATIVO;TER;651
6276;BAR DO QUEIJINHO LTDA;BAR DO QUEIJINHO;CAMBUI;33;ATIVO;SEG;101
6284;RESTAURANTE CAFE PINHAO LTDA;RESTAURANTE CAFE PINHAO;CAMANDUCAIA;35;ATIVO;SEG;304
6288;RODRIGO ALESSANDRO DA SILVA;SANTA BARBARA SUPERMERCADO;BOM REPOUSO;13;ATIVO;SEG;151
6299;RESTAURANTE VILLA DONNA LTDA ME;VILLA DONA RESTAURANTE;CAMANDUCAIA;35;ATIVO;SEG;304
6300;JOSE ONEUB BUENO NETO;JOSE ONEUB BUENO NETO;BOM REPOUSO;13;ATIVO;SEG;150
6305;JOSE DONIZETE COROL;MERCEARIA J.D.C.;OURO FINO;45;ATIVO;QUI;704
6373;MARILZA ANTONIO DE OLIVEIRA;SUPERMERCADO BOM JESUS;MUNHOZ;13;ATIVO;TER;652
6415;MARIA APPARECIDA CARMO DE CARVALHO & CIA LTDA;CASA DA CERVEJA;OURO FINO;45;ATIVO;TER;702
6416;SUPERMERCADO DOS AMIGOS LTDA;SUPERMERCADO DOS AMIGOS;OURO FINO;45;ATIVO;TER;702
6421;VANUIR RODRIGUES JUNIOR;SM BI;MUNHOZ;13;ATIVO;TER;652
6456;JOSE FAUSTINO CEZAR NETO;JOSE FAUSTINO CEZAR;BUENO BRANDAO;46;ATIVO;SEG;251
6472;RODRIGO ARRUDA DA SILVA;RODRIGO ARRUDA DA SILVA;OURO FINO;45;ATIVO;SEG;701
6481;BENEDITO EDUARDO CASSIMIRO LOPES ME;ARMAZEM BERTOLOTTI;EXTREMA;42;ATIVO;SEG;407
6484;LUCAS BENEDITO DA SILVA;CASA DE CAFE VO IZA;BORDA DA MATA;46;ATIVO;QUI;204
6492;SUPERMERCADO VR COSTA LTDA;SUPERMERCADO VR COSTA;BOM REPOUSO;13;ATIVO;SEG;151
6529;MAURO JOSE RAMALHO ME;BAR E MERCEARIA RAMA;MUNHOZ;13;ATIVO;TER;651
6530;SUPERMERCADO OI LTDA;SUPERMERCADO OI;CAMANDUCAIA;42;ATIVO;QUI;301
6540;JBDE OCOROL MERCADPARQUE DAS NACOES;JBDE OCOROL MERCADPA;JACUTINGA;48;ATIVO;QUA;553
6546;RESTAURANTE, BAR E LANCHONETE D'HOJE LTDA;RESTAURANTE D HOJE LTDA ME;JACUTINGA;48;ATIVO;SEG;551
6560;JAIME ANTONIO APARECIDO;JAIME ANTONIO APAREC;ESTIVA;35;ATIVO;QUA;801
6562;ANTONIO APARECIDO;ANTONIO APARECIDO;ESTIVA;35;ATIVO;QUA;801
6578;AMAURI DONIZETI DE OLIVEIRA;CENTER VIDEO;MONTE SIAO;48;ATIVO;TER;601
6588;CARLEONE ANDRADE DA SILVA LTDA;ARMAZEM SILVA;OURO FINO;45;ATIVO;QUI;704
6597;DAIANE ROBERTA DA ROSA;DAIANE ROBERTA DA ROSA;TOCOS DO MOJI;35;ATIVO;QUA;801
6612;RESTAURANTE E LANCHONETE BOTECO DO LAGO LTDA;BOTECO DO LAGO;CAMANDUCAIA;35;ATIVO;SEG;304
6620;VANDERLEI SILVA & CIA. LTDA.;VANDERLEI SILVA;CAMANDUCAIA;35;ATIVO;SEX;307
6632;JANILTON JOSE DO CARMO;JANILTON JOSE DO CAR;ESTIVA;35;ATIVO;QUA;801
6633;ZILMA MARIA MARQUES DE SOUZA RIBEIRO ME;LANCHONETE SAO LUCAS;EXTREMA;40;ATIVO;SEG;409
6634;SUPERMERCADO PRIMOS DE OURO FINO LTDA ME;MINIMERCADO DO DI;OURO FINO;47;ATIVO;SEG;705
6636;OSCAR DESTRO;BAR DO OTACILIO;BUENO BRANDAO;46;ATIVO;SEG;250
6650;CELIO NATAL DA ROSA;CELIO NATAL DA ROSA;TOCOS DO MOJI;35;ATIVO;QUA;801
6716;CASA DE FRUTAS E MINI MERCADO DO LAZINHO LTDA.;CASA DE FRUTAS LAZINHO;CAMBUI;33;ATIVO;SEG;101
6719;ANTONIO CARLOS DE ARAUJO;ANTONIO CARLOS DE ARAUJO;CAMBUI;33;ATIVO;QUI;103
6736;POSTO SAO PEDRO DE MONTE SIAO LTDA;POSTO SAO PEDRO;MONTE SIAO;48;ATIVO;TER;601
6746;CORNELIO PEDRO PAULINO;CORNELIO PEDRO PAULI;BORDA DA MATA;46;ATIVO;QUI;202
6749;JURACY LOPES;ESPETINHO DO COMPADRE;SENADOR AMARAL;13;ATIVO;QUI;751
6759;TANIA MARA BRITO;CHALE DA TANIA;CAMANDUCAIA;35;ATIVO;SEG;306
6767;LUIZ CARLOS MOREIRA;LUIZ CARLOS MOTORISTA;CAMBUI;10;ATIVO;SEG;2
6795;JOAO HENRIQUE SIMOES CORDEIRO;LAN HOUSE CLICK;EXTREMA;40;ATIVO;QUA;402
6797;WILIAN DE ASSIS CARVALHO;WILIAN VENDEDOR;OURO FINO;10;ATIVO;SEG;2
6799;MARCIO RICHARLES PINHEIRO DE OLIVEIRA;MARCIO RICHARLES PINHEIRO;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
6801;REGIANI PEREIRA DA ROSA;MERCEARIA 4ESTACOES;CAMBUI;33;ATIVO;QUI;103
6803;JOSE ALVES DE SOUZA;JOSE ALVES DE SOUZA;JACUTINGA;46;ATIVO;QUA;554
6824;JOSE CARLOS CIRINO DE ALMEIDA;JOSE CARLOS CIRINO D;SENADOR AMARAL;13;ATIVO;QUI;502
6825;WALMIR TOLEDO DE SOUZA;WALMIR TOLEDO DE SOU;SENADOR AMARAL;13;ATIVO;QUI;751
6845;NOEL APARECIDO FERNANDES;MERCADINHO NOEL;CAMANDUCAIA;42;ATIVO;QUA;302
6882;PENHA APARECIDA DA SILVA;PENHA APARECIDA DA SILVA;ITAPEVA;42;ATIVO;TER;501
6888;LEONILDA APARECIDA DOS SANTOS-RESTAURANTE;RESTAURANTE BOM APETITE;CAMBUI;33;ATIVO;QUA;104
6896;FABIO CLARET DE PAULA;FABIO CLARET DE PAUL;ESTIVA;35;ATIVO;QUA;801
6897;COMERCIAL JOSUELI LTDA;COMERCIAL JOSUELI LT;ESTIVA;35;ATIVO;QUA;801
6901;SUPERMERCADO CELSO GARCIA DOS SANTOS;SUPERMERCADO CELSO G;BOM REPOUSO;13;ATIVO;SEG;150
6903;MURILO POLLI;MURILO POLLI;EXTREMA;40;ATIVO;TER;404
6905;JOSE CARLOS DOS SANTOS 97687456653;BAR DO ZEQUINHA;CAMANDUCAIA;42;ATIVO;QUI;301
6925;COMERCIAL FAMILIA LTDA;COMERCIAL RD;CAMANDUCAIA;42;ATIVO;QUA;302
6929;REGINALDO MENDES CEZAR;BAR E LANCH DO REGINALDDO;BUENO BRANDAO;46;ATIVO;SEG;251
6931;RESTAURANTE E PIZZARIA LA ROMA LTDA;REST E PIZZARIA LA ROMA;BOM REPOUSO;13;ATIVO;SEG;151
6943;LUCIANO APARECIDO DA SILVA;LUCIANO APARECIDO DA;CAMBUI;33;ATIVO;TER;102
6958;SONIA DE FATIMA SOUZA;MINIMERCADO SOUZA;BORDA DA MATA;46;ATIVO;QUI;202
6967;SUPERMERCADO AVENIDA 4 LTDA;SUPERMERCADO AVENIDA 4;MONTE SIAO;48;ATIVO;QUI;604
6977;12.740.725 AUGUSTO GOMES DOS SANTOS;AUGUSTO GOMES DOS SANTOS;CAMANDUCAIA;42;ATIVO;QUI;301
6988;MARIA APARECIDA ANDRADE - CPF:063.215.306-70;COMERCIO DE BEBIDAS ANDRADE;BOM REPOUSO;13;ATIVO;SEG;150
6989;PAULO AFONSO BARBOSA;PAULO AFONSO BARBOSA;ESTIVA;13;ATIVO;SEG;150
6992;SILVANO APARECIDO DO NASCIMENTO PADARIA;PADARIA PAO DE MEL;CAMBUI;33;ATIVO;SEG;101
7000;EMPORIUM DOS PAES LTDA;EMPORIUM DOS PAES;CAMBUI;33;ATIVO;SEG;101
7016;TEREZA APARECIDA DA SILVA FERREIRA;MINI MERCADO SANTA RITA;OURO FINO;45;ATIVO;QUI;704
7028;SUPERMERCADO BOM D LTDA;SUPERMERCADO BOM D;EXTREMA;40;ATIVO;SEG;408
7053;LUIZ APARECIDO DE ARAUJO;LUIZ APARECIDO DE AR;CAMBUI;33;ATIVO;QUI;103
7061;LAURO JONAS FERREIRA ME;BAR HANNA;EXTREMA;40;ATIVO;QUA;402
7071;ROSILDA MARIA LUCAS;ROSILDA MARIA LUCAS;BUENO BRANDAO;46;ATIVO;SEG;250
7073;CELIO SOBRAL ALVES;CELIO SOBRAL ALVES;JACUTINGA;48;ATIVO;QUA;556
7089;INDUSTRIA & COMERCIO DE PAES JOIA RARA LTDA;IND & COMER DE PAES JOIA RARA;EXTREMA;40;ATIVO;SEG;411
7096;IVONETE LIMA SOUZA ALVES;IVONETE LIMA SOUZA ALVES;MUNHOZ;13;ATIVO;TER;651
7132;MARIA LUCIA FERNANDES;SABOR E ARTE;CAMANDUCAIA;35;ATIVO;SEG;304
7140;J LANCHES LTDA;J LANCHES;OURO FINO;45;ATIVO;TER;702
7142;HOTEL ITAPUA LTDA;HOTEL ITAPUA;CAMANDUCAIA;35;ATIVO;SEG;305
7145;SIMONE NEVES SANTOS;GARAGEM DA PIZZA;BORDA DA MATA;46;ATIVO;QUI;202
7183;ALEXANDRE LUIZ GUILHERME;SAI CEDOS ADEGA;OURO FINO;45;ATIVO;QUA;703
7189;CINTIA CESAR SILVA;RESTAURANTE E POUSADA IMPACTO;MUNHOZ;13;ATIVO;TER;651
7190;VALENTINA DE CARVALHO ARMSTRONG MERCEARIA;VALENTINA'S;TOLEDO;13;ATIVO;QUA;851
7194;WANDERLEI AUGUSTO CRUZ 26193527893;DOCURA BOMBONIERE;JACUTINGA;48;ATIVO;SEG;551
7201;JULIO VERONEZ;JULIO VERONEZ;OURO FINO;45;ATIVO;QUI;704
7217;B ALVES LANCHONETE E RESTAURANTE ME;B ALVES LANCHONETE E RESTAURAN;ITAPEVA;42;ATIVO;SEG;406
7219;ELAINE CRISTINA RIBEIRO;ELAINE CRISTINA RIBE;ITAPEVA;42;ATIVO;TER;501
7222;13.630.497 FABIO GONZAGA DINIZ;FABIO GONZAGA DINIZ;EXTREMA;40;ATIVO;TER;401
7223;GR SA;1988 KOPENHAGEN;BELO HORIZONTE;14;ATIVO;QUI;410
7231;APARECIDO BENEDITO ANTONIO;APARECIDO BENEDITO A;SENADOR AMARAL;13;ATIVO;QUI;502
7232;NEUSA MARIA DA COSTA 91847460682;NEUSA MARIA DA COSTA;OURO FINO;46;ATIVO;TER;452
7254;MINIMERCADO A PIONEIRA LTDA.;MINIMERCADO A PIONEIRA;CAMANDUCAIA;35;ATIVO;SEG;304
7257;ROGERIO TEODORO;ROGERIO TEODORO;CAMBUI;33;ATIVO;TER;102
7261;ROBERTO C. DAINEZI & CIA LTDA;SUPERMERCADO DAINEZI;OURO FINO;45;ATIVO;SEG;701
7285;LANCHONETE E RESTAURANTE FAVORITOS ME;LANCHONETE E RESTAURANTE FAVOR;BOM REPOUSO;13;ATIVO;SEG;150
7306;APARECIDA DONIZETTI LIPI DE SOUZA ME;APARECIDA DONIZETTI;EXTREMA;40;ATIVO;QUI;400
7313;PADARIA E LANCHONETE SAO LUCAS LTDA ME;PADARIA E LANCHONETE;EXTREMA;40;ATIVO;SEG;409
7343;MEIRE RUTE ALVES SOUZA ALMEIDA ME;SORVETE ADIO;OURO FINO;45;ATIVO;QUA;703
7393;ROMULO APARECIDO RAMOS 06265581660;TEMAKERIA SUSHI HO DELIVERY;CAMBUI;33;ATIVO;SEG;101
7394;JOAO PAULO MUNIZ BUENO;MERCADINHO 3 IRMAOS;EXTREMA;35;ATIVO;TER;854
7397;FRIOS OURO FINO LTDA;FRIOS OURO FINO;OURO FINO;47;ATIVO;SEG;705
7406;MAZON E LEMOS RESTAURANTE LTDA ME;BOTECO VILLA AMARELA;CAMANDUCAIA;14;ATIVO;SEG;305
7440;DANIELA APARECIDA COUTINHO DOS SANTOS 04668506621;DANIELA APARECIDA COUTINHO;BUENO BRANDAO;46;ATIVO;SEG;251
7481;SODEXO DO BRASIL COMERCIAL S.A.;NAKATA;BELO HORIZONTE;14;ATIVO;QUI;410
7502;HIPER TETRA SUPERMERCADOS LTDA;TETRA SUPERMERCADOS;EXTREMA;14;ATIVO;SEX;405
7514;REGINA CELIA MOREIRA DE FREITAS;BAR E MERCEARIA VILA RICA;OURO FINO;45;ATIVO;SEG;701
7547;SUPERMERCADO JV SANTO ANTONIO LTDA;SUPERMERCADO SANTO ANTONIO;ESTIVA;35;ATIVO;QUA;801
7556;PADARIA E MERCEARIA RAYAN LTDA;PADARIA E MERCEARIA 2;CAMANDUCAIA;42;ATIVO;QUA;302
7569;SUPERMERCADO 3B LTDA;BOM PRECO;BOM REPOUSO;13;ATIVO;SEG;151
7578;SHIRLENE DE OLIVEIRA;SHIRLENE DE OLIVEIRA;BUENO BRANDAO;46;ATIVO;SEG;250
7581;TEREZINHA DE JESUS BARBOSA NOGUEIRA;TEREZINHA DE JESUS BARBOSA;CAMBUI;33;ATIVO;QUA;104
7599;RESTAURANTE CASARAO LTDA;RESTAURANTE CASARAO;EXTREMA;40;ATIVO;TER;401
7603;ELIANA DE SOUZA CASSALHO MENDES;ELIANA DE SOUZA CASSALHO MENDE;CAMANDUCAIA;42;ATIVO;QUI;301
7635;ARI BRUSTOLIN;UAI UTILIDADES;EXTREMA;40;ATIVO;TER;401
7636;PANIFICADORA LUA DE MEL LTDA ME;LUA DE MEL;CAMANDUCAIA;14;ATIVO;SEG;305
7639;PESQUEIRO E RESTAURANTE SAO JOSE LTDA;PESQUEIRO E REST SAO JOSE;CAMANDUCAIA;35;ATIVO;SEX;307
7645;ROSILENE DE MORAIS;ROSILENE DE MORAIS;TOLEDO;13;ATIVO;QUA;851
7655;SANDRA REGINA DANTAS FERRAZ;LOJA DE CONVENIENCIA FARRAPOS;TOLEDO;13;ATIVO;QUA;853
7666;RESTAURANTE D' FREITAS LTDA;RESTAURANTE D' FREITAS;EXTREMA;40;ATIVO;TER;401
7670;LMRESTAURANTE LTDA;LMRESTAURANTE LTDA;CAMANDUCAIA;42;ATIVO;QUI;301
7672;ELTON LUIS PEREIRA;ELTON FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
7678;IRENE DONIZETE DA ROSA;IRENE DONIZETE DA ROSA;CAMBUI;33;ATIVO;TER;102
7687;SERGIO MARCAL DE OLIVEIRA;MERCADO MARCAL;EXTREMA;35;ATIVO;TER;852
7718;JAILTON JOSE GOMES DA SILVA 48779164404;JAILTON JOSE GOMES DA SILVA;EXTREMA;40;ATIVO;TER;404
7719;ALESSANDRA APARECIDA PONTES;ALESSANDRA APARECIDA PONTES;EXTREMA;40;ATIVO;SEG;409
7732;BENEDITA GONCALVES VIEIRA;RANCHO EXTREMO SABOR;EXTREMA;13;ATIVO;QUA;853
7734;WELLINGTON MELO SOUZA PINTO;WELLINGTON MELO SOUZA PINTO;BUENO BRANDAO;46;ATIVO;SEG;251
7738;VILA RAMOS BAR E RESTAURANTE LTDA;VILA RAMOS BAR E RES;EXTREMA;40;ATIVO;SEG;411
7751;RENATA FERNANDA DA SILVA;RENATA FERNANDA DA SILVA;OURO FINO;45;ATIVO;SEG;701
7772;SUPERMERCADO ARAUJO PEREIRAS LTDAME;SUPERMERCADO ARAUJO;TOLEDO;13;ATIVO;QUA;853
7775;COMERCIO DE BEBIDAS IRMAOS LABEGALINI LTDA;COM DE BEB IRMAOS LABEGALINI;JACUTINGA;47;ATIVO;SEX;555
7776;FATIMA VASCONCELOS BASSI;FATIMA VASCONCELOS B;JACUTINGA;48;ATIVO;SEG;552
7784;PASTELARIA E LACHONETE PEQUIM LTDA ME;PASTELARIA E LANCHONETE PEQUI;JACUTINGA;48;ATIVO;SEG;551
7788;GR SA;7498 BAUDUCCO CD EXTREMA;BELO HORIZONTE;14;ATIVO;QUI;410
7793;HELSON JOSE PORFIRIO;RESTAURANTE POPULAR DO HELSON;CAMBUI;33;ATIVO;QUA;104
7799;RAFAEL DEVENS ME;RAFAEL DEVENS ME;JACUTINGA;48;ATIVO;SEG;551
7800;MARIA DO CARMO BARBOSA;RESTAURANTE RANCHO MINEIRO;CAMBUI;33;ATIVO;TER;102
7810;GALEGOS PIZZARIA LTDA;PIZZARIA GALEGOS;CAMBUI;33;ATIVO;SEG;101
7818;CINEZIO SIMONETI;CINEZIO SIMONETI;MONTE SIAO;48;ATIVO;QUI;605
7851;COMERCIO DE QUEIJO BIL E BEL LTDA;BILL QUEIJOS E DOCES;EXTREMA;40;ATIVO;QUA;402
7864;LOURDES APARECIDA RODRIGUES;LOURDES APARECIDA RODRIGUES;CAMBUI;33;ATIVO;SEG;101
7869;PRISCILA MIRANDA DE ARAUJO;PRISCILA MIRANDA DE ARAUJO;CAMBUI;33;ATIVO;TER;102
7875;LILHA NEVES DA SILVA;LILHA NEVES DA SILVA;MUNHOZ;13;ATIVO;QUI;502
7932;ADENIR MACHADO DE ALMEIDA;ADENIR MACHADO DE ALMEIDA;CAMBUI;33;ATIVO;QUI;103
7941;PAULO ROSINO DE MELO;CANTINA PIZZA BAR;SENADOR AMARAL;13;ATIVO;QUI;751
7952;SILVONEI CANDIDO DA SILVA;SILVONEI CANDIDO DA SILVA;BORDA DA MATA;47;ATIVO;QUA;201
7962;MARIA EUNICE RAMOS DA FONSECA;MARIA EUNICE RAMOS DA FONSECA;BUENO BRANDAO;46;ATIVO;SEG;251
7975;SOLANGELA APARECIDA VIVAQUA;SOLANGELA APARECIDA;EXTREMA;35;ATIVO;TER;854
7979;PADARIA ALMEIDA LTDA;PADARIA ALMEIDA;SENADOR AMARAL;13;ATIVO;QUI;751
7989;FLAVIO RODRIGUES PINHEIRO;FLAVIO RODRIGUES PINHEIRO;MONTE SIAO;48;ATIVO;TER;601
8000;17.529.943 RENATO NASCIMENTO ROSA;RENATO NASCIMENTO ROSA;CAMBUI;33;ATIVO;TER;102
8012;EMILDA MARIA DA SILVA;EMILDA MARIA DA SILVA;BORDA DA MATA;47;ATIVO;QUA;201
